Scenario_SplHitLine(Clone)_1
time;Consigne;PlayerMvt;Hit;BPM;Ax /;Ay /;Az /;Gx /;Gy /;Gz /;Mx /;My /;Mz /;Gesture /;probability/
1,523211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,543211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,563211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,583211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,603211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,623211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,643211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,663211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,683211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
1,703211;44,99945;0; ;0;0;0;0;0;0;0;0;0;0;0;0
